#{"t_start": 1662268370.512798, "env_id": "highway-fast-v0"}
r,l,t
492.172351,500,32302.21421
493.036392,500,32318.684245
442.382973,450,32333.857303
492.465875,500,32350.577549
169.164345,172,32356.312371
120.07474,123,32360.515824
491.872274,500,32377.110868
490.660604,500,32393.705912
490.411115,500,32410.519724
490.764318,500,32427.333535
491.900206,500,32444.194226
310.788555,318,32454.75755
493.605564,500,32471.321864
214.180531,218,32478.744318
493.189255,500,32495.464373
310.282627,315,32505.933939
71.069934,73,32508.465387
491.52285,500,32525.247946
490.909111,500,32542.014878
69.927337,72,32544.468194
490.994954,500,32561.188249
491.251949,500,32577.923929
493.713893,500,32594.565852
23.641376,25,32595.472173
490.895069,500,32611.989086
187.005334,191,32618.427088
493.24496,500,32635.2409
257.56351,262,32644.007209
492.852277,500,32660.633505
490.557465,500,32677.369414
305.151544,310,32687.667093
490.385787,500,32704.215258
493.717203,500,32720.716545
492.404227,500,32737.514731
250.485141,256,32746.015393
367.580603,374,32758.46949
326.641415,332,32769.501601
336.549609,342,32780.90874
492.390826,500,32797.847561
59.011822,61,32799.941474
291.379292,296,32809.895376
489.902572,500,32826.552925
311.401391,316,32836.991239
168.888433,172,32842.726062
491.65524,500,32859.367984
147.624412,151,32864.415253
491.360172,500,32881.104055
429.798929,436,32895.480176
269.906415,275,32904.590261
203.840653,208,32911.418919
492.255578,500,32927.998337
296.525458,302,32937.98349
491.446363,500,32954.859806
275.57408,280,32964.204285
234.023233,239,32972.220536
284.170614,289,32981.815138
493.051284,500,32998.378992
218.365735,223,33005.754567
492.253177,500,33022.44337
490.828124,500,33039.030273
492.86232,500,33055.578439
489.981886,500,33072.360999
259.936518,265,33081.23669
492.223427,500,33097.76923
492.038138,500,33114.536163
492.165652,500,33131.021824
488.820995,500,33147.523111
492.938277,500,33164.274416
490.603928,500,33181.102368
203.499163,208,33188.009158
407.738005,415,33201.978997
493.135909,500,33218.51766
489.524987,500,33234.92519
79.549136,82,33237.722283
492.639449,500,33254.301701
491.592754,500,33270.897227
490.534585,500,33287.61728
490.575241,500,33304.337522
492.058373,500,33321.151333
491.658055,500,33337.871387
492.020765,500,33354.450805
493.034348,500,33371.217739
402.759513,411,33384.859427
53.942491,56,33386.875209
